Date of Contract;Municipality Name;Zone Name;Real Estate Type;Area in Square Meters;Price per Square Foot;Real Estate Value
2022-12-06;Doha;Al Hilal;Shops;2364;785.98248651816;20000000
2022-12-06;Al Rayyan;Muaither 53;Vacant Land;495;375.366181440188;2000000
2022-12-06;Al Rayyan;Muaither;Residence;433;362.066025718032;1687506
2022-12-06;Al Rayyan;Muaither;Residence;421;362.066005842217;1640739
2022-12-06;Al Daayen;Al Ebb;Residence;919;427.649328140786;4229167
2022-12-05;Doha;Fereej Bin Omran;Vacant Land;330;534.896808552268;1900000
2022-12-05;Al Rayyan;Bu Hamour;Residence;485;450.149186144638;2350000
2022-12-05;Al Daayen;Umm Qarn;Vacant Land;1997;213.998196078945;4600000
2022-12-05;Al Rayyan;Fereej Al Murrah;Residence;654;246.101006374693;1733333
2022-12-05;Al Wakrah;Al Wukair;Residence;600;367.232137050697;2371710
2022-12-05;Doha;New Al Rayyan;Vacant Land;990;234.603863400118;2500000
2022-12-05;Doha;Al Hilal;Residence;570;488.963841612877;3000000
2022-12-05;Al Rayyan;Bu Hamour;Vacant Land;957;291.23238215187;3000000
2022-12-05;Al Daayen;Umm Qarn;Vacant Land;493;252.515606642269;1340000
2022-12-04;Doha;Old Airport;Vacant Land;673;276.086567329707;2000000
2022-12-04;Al Rayyan;Bu Sidra;Residence;1258;369.24932395249;5000000
2022-12-04;Al Rayyan;Gharrafat Al Rayyan;Residence;395;587.994493078776;2500000
2022-12-04;Al Rayyan;Gharrafat Al Rayyan;Residence;396;586.509658500294;2500000
2022-12-01;Al Daayen;Umm Qarn;Vacant Land;402;275.006;1189988
2022-12-01;Al Daayen;Umm Qarn;Vacant Land;581;275.007;1719859
2022-11-30;Doha;New Al Hitmi;Residence;1113;500.821;6000000
2022-11-30;Al Rayyan;New Al Rayyan;Residence;1200;232.256;3000000
2022-11-30;Al Rayyan;New Al Ghanim;Residence;3349;300;10814590
2022-11-30;Al Wakrah;Al Wukair;Residence;600;390.19;2520000
2022-11-30;Doha;Umm Lekhba;Vacant Land;510;397.064;2179738
2022-11-30;Al Khor and Al Dakhira;Leghwairiya;Residence;1166;159.352;2000000
2022-11-30;Al Rayyan;Gharrafat Al Rayyan;Residence;540;404.297;2350000
2022-11-30;Al Shamal;Aba Al Dalouf;Vacant Land;914;143.318;1410000
2022-11-29;Umm Slal;Umm Al Amad;Vacant Land;597;200.205;1286541
2022-11-29;Al Khor and Al Dakhira;Al Khor;Vacant Land;580;220.006;1373521
2022-11-29;Doha;Hazm Al Markhiya;Residence;524;520.013;2933048
2022-11-29;Doha;Hazm Al Markhiya;Residence;530;520.013;2966633
2022-11-29;Al Rayyan;Al Wajba;Residence;1196;520.439;6700000
2022-11-29;Al Daayen;Jeryan Jenaihat;Vacant Land;393;330.95;1400000
2022-11-29;Al Daayen;Rawdat Al Hamama;Vacant Land;1339;343.44;4950000
2022-11-29;Al Khor and Al Dakhira;Al Khor;Vacant Land;6924;220.006;16397001
2022-11-29;Al Khor and Al Dakhira;Al Khor;Residential Building;661;1853.611;13188451
2022-11-29;Doha;Hazm Al Markhiya;Residence;1383;520.013;7741232
2022-11-29;Doha;Hazm Al Markhiya;Residence;1233;527.426;7000000
2022-11-29;Doha;Hazm Al Markhiya;Residence;1165;676.654;8485288
2022-11-29;Doha;Madinat Khalifa South;Residence;127;51.206;700000
2022-11-29;Umm Slal;Al Kharaitiyat;Residence;941;400.01;4051673
2022-11-29;Umm Slal;Umm Al Amad;Apartment Complex;1946;367.429;7696449
2022-11-29;Doha;Fereej Abdel Aziz;Residence;157;1111.651;1873503
2022-11-29;Al Wakrah;Al Wakrah;Residence;799;395.329;3400000
2022-11-28;Al Khor and Al Dakhira;Al Khor;Vacant Land;4534;180;8784716
2022-11-28;Doha;Al Thumama;Vacant Land;638;289.774;1990000
2022-11-28;Al Rayyan;Ain Khalid;Residence;973;401.017;4200000
2022-11-28;Doha;Al Mansoura;Residence;127;1828.785;2500000
2022-11-28;Doha;Fereej Bin Mahmoud;Residential Building;1057;852.556;9700000
2022-11-27;Al Rayyan;New Al Rayyan;Vacant Land;911;275.342;2700000
2022-11-27;Al Rayyan;Muaither;Vacant Land;900;309.674;3000000
2022-11-27;Umm Slal;Al Kharaitiyat;Residence;625;397.064;2671248
2022-11-27;Al Rayyan;Muaither;Residence;808;344.934;3000000
2022-11-27;Al Wakrah;Al Wukair;Residence;697;599.799;4500000
2022-11-27;Doha;Jeryan Najima;Residence;980;473.991;5000000
2022-11-27;Al Rayyan;Bu Hamour;Residence;455;408.362;2000000
2022-11-27;Al Shamal;Al Ruwais;Vacant Land;647;122.051;850000
2022-11-27;Al Shamal;Madinat Al Shamal;Residence;720;187.095;1450000
2022-11-27;Al Wakrah;Al Wukair;Vacant Land;916;225.156;2220000
2022-11-24;Doha;Old Al Ghanim 16;Residence;23;1130.984;280000
2022-11-24;Doha;Fereej Kulaib;Residential Building;516;720.173;4000000
2022-11-24;Al Rayyan;New Al Ghanim;Residence;1231;362.063;4797506
2022-11-24;Al Wakrah;Al Wukair;Vacant Land;3000;170;5489640
2022-11-24;Al Daayen;Rawdat Al Hamama;Residence;1175;1106.921;14000000
2022-11-24;Al Rayyan;Al Mearad;Vacant Land;884;231.205;2200000
2022-11-24;Al Shamal;Al Ruwais;Vacant Land;435;160.176;750000
2022-11-24;Al Wakrah;Al Wukair;Residence;548;326.345;1925000
2022-11-23;Al Rayyan;Mebaireek;Residence;759;201.961;1650000
2022-11-23;Al Rayyan;Muaither;Residence;430;453.709;2100000
2022-11-23;Al Rayyan;Al Gharrafa;Residence;934;646.536;6500000
2022-11-22;Al Rayyan;Muaither;Vacant Land;682;204.33;1500000
2022-11-22;Al Rayyan;Muaither;Residence;1717;303.001;5600000
2022-11-22;Al Daayen;Umm Qarn;Residence;581;463.712;2900000
2022-11-22;Al Wakrah;Al Wukair;Vacant Land;998;232.721;2500000
2022-11-21;Al Rayyan;New Al Rayyan;Vacant Land;903;263.475;2560949
2022-11-21;Al Wakrah;Al Wakrah;Vacant Land;600;263.223;1700000
2022-11-21;Al Rayyan;Bani Hajer;Vacant Land;728;293.51;2300000
2022-11-21;Al Rayyan;Fereej Al Manaseer;Residence;900;567.736;5500000
2022-11-21;Al Rayyan;Ain Khalid;Apartment Complex;11901;390.313;50000000
2022-11-20;Doha;Al Okla;Apartment Complex;139870;356.346;536500000
2022-11-20;Doha;Umm Lekhba;Residence;521;1034.229;5800000
2022-11-20;Al Wakrah;Al Wukair;Vacant Land;626;269.999;1819323
2022-11-20;Al Wakrah;Al Wukair;Vacant Land;916;197.772;1950000
2022-11-20;Al Rayyan;Bani Hajer;Residence;1368;316.126;4655000
2022-11-20;Al Daayen;Umm Qarn;Vacant Land;600;289.855;1872000
2022-11-17;Al Rayyan;Al Maamoura;Vacant Land;762;320.001;2624700
2022-11-17;Umm Slal;Umm Al Amad;Residence;5850;317.615;20000000
2022-11-17;Doha;Fereej Bin Mahmoud;Residential Building;517;1087.897;6054135
2022-11-17;Al Rayyan;Al Aziziya;Residence;817;420.732;3700000
2022-11-17;Al Wakrah;Al Wakrah;Residential Building;533;1350.83;7750000
2022-11-17;Umm Slal;Al Kharaitiyat;Vacant Land;1257;295.632;4000000
2022-11-17;Doha;Umm Lekhba;Residential Building;967;384.291;4000000
2022-11-17;Al Daayen;Umm Qarn;Residence;455;541.079;2650000
2022-11-17;Al Daayen;Lusail;Residence;983;1119.931;11850000
2022-11-16;Al Khor and Al Dakhira;Al Khor;Residence;569;309.159;1894725
2022-11-16;Al Daayen;Rawdat Al Hamama;Residence;1200;774.186;10000000
2022-11-16;Al Khor and Al Dakhira;Al Dakhira;Vacant Land;413;247.439;1100000
2022-11-16;Doha;Al Thumama;Vacant Land;495;330.008;1758344
2022-11-16;Doha;Fereej Abdel Aziz;Residence;506;569.164;3100000
2022-11-16;Doha;Nuaija;Residence;455;551.288;2700000
